x1 x2 x3 x4 x5 x6 y1 y2 y3
2.75 3 2.66666666666667 4 2.5 4 0.999999999999999 0.683333333333333 0.416666666666667
3.25 3 2.33333333333333 4.66666666666667 4.5 4.5 1.22222222222222 0.833333333333333 0.75
3 3 3 3.66666666666667 2.5 4 0.999999999999999 0.55 0.583333333333333
2.5 3 2.33333333333333 3.33333333333333 3 3.5 1.11111111111111 0.516666666666667 0.458333333333333
3.5 3.25 3 3.33333333333333 2 3.5 1.22222222222222 1 0.875
3.5 3.25 3.33333333333333 2.66666666666667 3 4 1.11111111111111 0.85 0.875
2.25 1.25 1.66666666666667 4.66666666666667 3.5 5 0.999999999999999 0.7 0.708333333333333
2.5 2.25 2 4 2.5 4.5 1.22222222222222 0.683333333333333 0.625
3.75 3.25 3.66666666666667 4 3.5 4 0.888888888888889 0.683333333333333 0.583333333333333
1.75 1.25 2.33333333333333 2.33333333333333 2 3 0.777777777777778 0.3 0.458333333333333
2 1.5 1.66666666666667 3 2 3 0.555555555555555 0.0666666666666667 0
1.75 1 1 4 3 4 0.888888888888888 0.233333333333333 0.458333333333333
1.5 1 2 3 2.5 3 0.555555555555554 0.316666666666667 0.166666666666666
4 4 4 2.66666666666667 2 3 0.888888888888888 0.466666666666667 0.458333333333333
3.25 2.75 2.66666666666667 2.66666666666667 2 3 0.999999999999999 0.683333333333333 0.75
3.25 3.25 2.66666666666667 3 3.5 3.5 0.888888888888889 0.316666666666667 0.291666666666667
3 3.25 1.66666666666667 4.33333333333333 4.5 4 0.888888888888889 0.933333333333333 0.708333333333333
1.75 1.5 2 3.66666666666667 3 3.5 0.999999999999999 0.316666666666667 0.541666666666667
2.75 2.25 2.33333333333333 4 3.5 4.5 1.11111111111111 0.683333333333333 0.541666666666667
3.75 3 3 3.33333333333333 2.5 4 1.22222222222222 0.766666666666667 0.875
1 1.5 1.66666666666667 2 1.5 3.5 0.999999999999999 0.683333333333333 0.541666666666667
2.75 2.75 2.33333333333333 2.33333333333333 2.5 3 1.11111111111111 0.7 0.833333333333333
1 1.75 1 1 1 1 0.888888888888889 0.3 0
1.75 1.5 1.66666666666667 2.5 1 4 0.666666666666667 0.316666666666667 0
1.75 2.25 1.66666666666667 2.33333333333333 2 2.5 0.333333333333333 0.166666666666667 0.125
3.25 3.25 2.66666666666667 4 4 4 0.555555555555556 0.383333333333333 0.291666666666667
4 3.25 2.33333333333333 3 2.5 3.5 0.999999999999999 0.766666666666667 0.416666666666667
3 3.25 3 3.33333333333333 3 3.5 0.999999999999999 0.616666666666667 0.458333333333333
3.5 2 2.66666666666667 3.33333333333333 3 3 0.888888888888889 0.7 0.5
2.25 1.25 1.33333333333333 3.33333333333333 2 3 0.999999999999999 0.85 0.708333333333333
3 2.75 2 4 3.5 4.5 1.22222222222222 0.916666666666667 0.875
2.5 2.25 2.33333333333333 4.33333333333333 4 4.5 1.11111111111111 0.683333333333333 0.583333333333333
3.25 3.25 2.66666666666667 3.66666666666667 3 5 1.22222222222222 1 0.875
3.5 3.75 3.33333333333333 3.33333333333333 3 4.5 0.999999999999999 0.85 0.583333333333333
3 2.5 2.66666666666667 3.66666666666667 3 4 1.11111111111111 0.75 0.708333333333333
2 1.75 1 3 2 4.5 0.777777777777778 0.7 0.333333333333333
2.75 2 2.33333333333333 3.66666666666667 2 4 1.11111111111111 0.666666666666667 0.666666666666667
3 2.25 2 2.66666666666667 2 3 1.22222222222222 0.933333333333333 0.583333333333333
2.75 2.5 2.66666666666667 3.66666666666667 4 4.5 0.888888888888888 0.6 0
3.25 2.5 1.66666666666667 3.33333333333333 3 3.5 1.11111111111111 0.916666666666667 0.833333333333333
2.5 1.75 2 3.33333333333333 4 3.5 1.11111111111111 0.933333333333333 0.875
3.5 2.75 2.66666666666667 3.33333333333333 2.5 3 1.11111111111111 0.7 0.875
2 1.5 2.33333333333333 3.33333333333333 3 3.5 0.888888888888888 0.85 0.708333333333333
3 3 2.66666666666667 2.33333333333333 2 3 1.22222222222222 0.916666666666667 1
3.25 3.25 3 4 5 4.5 1.22222222222222 0.916666666666667 0.875
2.5 2 2.33333333333333 3.33333333333333 2.5 3 0.999999999999999 0.6 0.458333333333333
2.25 2 1.66666666666667 3.66666666666667 3 4 1.11111111111111 0.916666666666667 0.708333333333333
3.25 2.75 2 3 2 3 1.22222222222222 0.916666666666667 0.416666666666667
2 2 1.66666666666667 2.66666666666667 2 4 0.888888888888888 0.533333333333333 0.583333333333333
1.25 1 1.33333333333333 3 3.5 3.5 0.777777777777778 0.383333333333333 0.291666666666667
2.25 1.5 1.33333333333333 3.33333333333333 2 2.5 0.777777777777778 0.233333333333333 0
1.5 1 1.33333333333333 3 2 3 0.666666666666667 0.716666666666667 0.166666666666666
2 1 2 2.33333333333333 2.5 2.5 0.777777777777778 0.4 0
2.75 2.5 2.33333333333333 2.66666666666667 2 3.5 1 0.6 0.708333333333333
3.5 3.5 3.66666666666667 4 3.5 4.5 1.22222222222222 1 0.875
3.5 3.75 3.66666666666667 3.33333333333333 3 4 1.11111111111111 0.933333333333333 0.875
3.75 3 3 3 4 4 1.22222222222222 0.666666666666667 0.291666666666667
2.25 2.25 2.33333333333333 3.66666666666667 2.5 3.5 1 0.316666666666667 0.416666666666667
1.75 1 1.33333333333333 3.66666666666667 1.5 4 0.777777777777778 0.3 0
2.75 2.25 2.33333333333333 3.66666666666667 2.5 3.5 0.555555555555554 0.3 0.458333333333333
2 1.5 2 2.66666666666667 2 4 1 0.45 0.416666666666667
3.75 4 3.33333333333333 3 1.5 4 1.22222222222222 0.85 0.25
2.33333333333333 2 2.5 3.33333333333333 2 3 1.22222222222222 0.833333333333333 0.583333333333333
1 1.75 1 3.66666666666667 3 4 0.777777777777778 0.616666666666667 0.291666666666667
1.75 2.5 2.33333333333333 3 3 4 0.555555555555555 0.516666666666667 0.416666666666667
1.25 1.25 1.33333333333333 3.33333333333333 3.5 4 1.22222222222222 0.916666666666667 1
2.5 2.5 2.33333333333333 3.33333333333333 2 4 0.999999999999999 0.85 0.875
1.5 1 1.33333333333333 3 2 2.5 0.444444444444444 0 0
2.5 2.25 1.33333333333333 4 3.5 5 0.999999999999999 0.683333333333333 0.166666666666666
1.25 1 1 3.66666666666667 3 4 0 0.25 0
2 1.25 1.33333333333333 3.33333333333333 3 4 0.777777777777778 0.416666666666667 0.125
3 2.75 2.66666666666667 2.66666666666667 2 3.5 1.11111111111111 0.75 0.583333333333333
3 3 3.33333333333333 3.33333333333333 4 4 1.22222222222222 0.766666666666667 1
1.75 1.5 1.33333333333333 4.66666666666667 3 4 0.444444444444444 0.383333333333333 0
1.75 1.75 2.5 4.33333333333333 3.5 4.5 0.888888888888888 0.483333333333333 0.333333333333333
3 3.75 2.33333333333333 3.33333333333333 2.5 4 0.888888888888888 0.85 0.708333333333333
3 3.25 3 2.66666666666667 2 3.5 0.888888888888888 0.383333333333333 0.458333333333333
2.75 3.25 2.33333333333333 2.33333333333333 3 3 0.888888888888888 0.316666666666667 0.458333333333333
2.75 3 3 3.33333333333333 3.5 4 1.11111111111111 0.916666666666667 0.833333333333333
3.25 3.25 2.66666666666667 2.66666666666667 3 3.5 1.22222222222222 1 0.75
1 1.25 1.33333333333333 2 2 2.5 1 0.716666666666667 0.416666666666667
3.25 2.75 2.33333333333333 3.33333333333333 2 3.5 1.11111111111111 0.916666666666667 0.875
1.75 1.75 1.33333333333333 3.33333333333333 3.5 4 0.777777777777778 0.466666666666667 0.416666666666667
3.25 2.5 2.66666666666667 3.66666666666667 3.5 3 0.999999999999999 0.75 0.583333333333333
2.5 2.25 1.66666666666667 2.33333333333333 1.5 3.5 0.888888888888889 0.3 0
3.25 2.5 3 2.66666666666667 2 3.5 0.888888888888888 0.766666666666667 0.583333333333333
3.25 3.25 3 3.66666666666667 3 4 0.999999999999999 0.8 0.416666666666667
4 4 3.33333333333333 3 3 3.5 1 0.75 0.708333333333333
1.75 2 1.33333333333333 2.66666666666667 2 4 0.888888888888888 0.516666666666667 0.583333333333333
3 2.75 2.66666666666667 3.66666666666667 2 3.5 0.666666666666667 0.7 0.875
2.5 3 2.66666666666667 4 3 3.5 1.22222222222222 0.766666666666667 1
2.75 2.75 2.66666666666667 3.66666666666667 3 4 0.777777777777778 0.6 0.583333333333333
2.75 2.5 2.66666666666667 4.33333333333333 3.5 4.5 0.888888888888889 0.666666666666667 0.416666666666667
2 1.5 1 4.33333333333333 2.5 5 0.999999999999999 0.633333333333333 0.458333333333333
2.75 2.5 2 3 3.5 4 1.22222222222222 0.516666666666667 0.166666666666666
1.75 2 1.66666666666667 3 2 2.5 0.888888888888889 0.766666666666667 0.125
1.5 1.25 1.66666666666667 3 2.5 4 0 0.283333333333333 0.166666666666666
2.25 2 1.33333333333333 2 2 2 0.777777777777778 0.0833333333333333 0.166666666666666
1.5 2.5 1.66666666666667 3.66666666666667 2.5 4 0.666666666666666 0.616666666666667 0.416666666666667
2.5 1.75 2 2.33333333333333 2 2 0.555555555555555 0.133333333333333 0.125
2 2 2.33333333333333 4 2 4 0.999999999999999 0.683333333333333 0.583333333333333
2 2.5 2.66666666666667 3 3 3.5 1.11111111111111 0.716666666666667 0.166666666666666
2 2.25 2 3 2 2.5 1.11111111111111 0.216666666666667 0.166666666666666
2.25 1.75 2 2.66666666666667 1.5 3 0.444444444444444 0.666666666666667 0.708333333333333
1.75 1.75 1.33333333333333 3 1 3.5 0.444444444444444 0.233333333333333 0.25
1.5 1.75 1.33333333333333 4 2.5 4 0.555555555555555 0.466666666666667 0.416666666666667
3.25 3.5 3 3.66666666666667 4 4 0.999999999999999 0.716666666666667 0.708333333333333
2.25 3 2.33333333333333 3 2.5 4.5 0.777777777777778 0.916666666666667 0.541666666666667
1.75 1.75 2 4.33333333333333 4 4 0.222222222222222 0.233333333333333 0
3.25 3.5 3 4 2.5 4 1.11111111111111 0.916666666666667 0.833333333333333
3 2.75 2 3.66666666666667 4 3.5 1.22222222222222 1 0.708333333333333
2.75 2.5 3 3 2 3.5 0.777777777777778 0.0833333333333333 0
2 1.75 2 3.33333333333333 2 3 1.11111111111111 0.683333333333333 0.5
2.75 2.5 2.66666666666667 3.66666666666667 2 4 1.11111111111111 0.75 0.458333333333333
2.25 1.75 1.66666666666667 2.66666666666667 2 3 0.444444444444444 0.0833333333333333 0
2.25 1.5 1 3.33333333333333 2 4 0.888888888888888 0.466666666666667 0.166666666666666
1 1 1.33333333333333 2 2 3.5 0.444444444444445 0.833333333333333 0.625
2.75 2.25 2.33333333333333 3.66666666666667 3 4.5 0.222222222222222 0.483333333333333 0
1.25 1.25 1.33333333333333 3 2 3.5 1.22222222222222 0.7 0.625
2.25 2.5 1.66666666666667 3.33333333333333 3.5 4 0.88888888888889 0.516666666666667 0.583333333333333
2.25 1.75 2.33333333333333 5 3 5 0.888888888888888 0.25 0.458333333333333
2.75 2 2 4 3 3 1.11111111111111 1 0.875
3.75 3.75 2.66666666666667 3.33333333333333 2 5 0.999999999999999 0.633333333333333 0.875
3.25 3.75 3.33333333333333 3.33333333333333 2 3.5 1 0.783333333333333 0.708333333333333
2.25 2 3.33333333333333 3 2.5 4.5 1.11111111111111 0.766666666666667 0.708333333333333
3 3 2.66666666666667 3.33333333333333 2 3 1.11111111111111 0.783333333333333 0.875
3 3.25 2.66666666666667 3 2.5 3.5 1.11111111111111 0.933333333333333 0.875
1.5 1 1.66666666666667 4 2.5 4 1.11111111111111 0.683333333333333 0.75
3.75 3.5 3.33333333333333 3 2 3.5 1.11111111111111 0.916666666666667 0.541666666666667
4 4 3.66666666666667 4 2 4 1.11111111111111 0.933333333333333 0.875
1.75 2 1.66666666666667 3 2 3 1.11111111111111 0.766666666666667 0.458333333333333
3.5 3.25 3 3.33333333333333 2 3 0.999999999999999 0.766666666666667 0.875
2.25 1.5 1.66666666666667 4.33333333333333 3.5 4.5 0.888888888888889 0.8 0.416666666666667
2.25 1.5 2.33333333333333 3 2 3.5 0.888888888888889 0.3 0.416666666666667
1.25 1.25 1.33333333333333 3 2.5 2.5 1 0.216666666666667 0.458333333333333
4 3.75 4 2.66666666666667 2.5 3 1.22222222222222 0.866666666666667 0.875
3.25 2.5 2.66666666666667 2.66666666666667 2 4 0.999999999999999 0.933333333333333 1
3 2.25 2.66666666666667 3.33333333333333 2 4.5 0.555555555555556 0.15 0
2.5 2 2 2.33333333333333 1.5 2.5 0.444444444444444 0.233333333333333 0.125
2.5 2.75 2.33333333333333 4.33333333333333 5 4.5 0.999999999999999 0.683333333333333 0.458333333333333
2.25 3 1.66666666666667 2.66666666666667 3 3 0.111111111111111 0.366666666666667 0
1.75 1 1.33333333333333 2 2 2 0.666666666666667 0.25 0
2.75 2.75 3 5 5 5 0.888888888888888 0.516666666666667 0.291666666666667
3.75 3.25 3.33333333333333 4 4 4.5 1.11111111111111 1 1
2.66666666666667 3.5 3 3.66666666666667 2.5 3.5 0.222222222222222 0.533333333333333 0.166666666666666
2.75 2.5 2.33333333333333 3 2 3 0.999999999999999 0.833333333333333 0.458333333333333
1.5 1.5 2 3.66666666666667 2 4.5 0.444444444444444 0.616666666666667 0.166666666666666
2.5 2.5 2.33333333333333 3.33333333333333 2 4 1.11111111111111 0.916666666666667 0.708333333333333
3 3.25 3 4 3.5 5 0.777777777777778 0.25 0.333333333333333
4 3.5 4 4.66666666666667 4 5 1.22222222222222 0.933333333333333 0.75
2.25 1.25 1.33333333333333 3 2 3 1.22222222222222 0.55 0.333333333333333
1.25 1.5 1.33333333333333 4 3 4 0.888888888888889 0.533333333333333 0.416666666666667
2.75 2.75 2 2.33333333333333 3 3 0.777777777777778 0.55 0.125
3.5 3.25 3.33333333333333 4 4 4.5 1.22222222222222 1 0.708333333333333
3.5 3 3.66666666666667 4 2.5 4 0.999999999999999 0.85 0.875
3.25 3.25 2.66666666666667 3.66666666666667 2.5 2.5 0.999999999999999 0.533333333333333 0.583333333333333
2.25 2 2 3.66666666666667 2.5 3.5 0.777777777777778 0.4 0.125
2.75 3.25 2.33333333333333 3.66666666666667 2.5 3.5 0.888888888888889 0.8 0.458333333333333
2.75 2.5 2.66666666666667 4.33333333333333 3.5 3 1.11111111111111 0.933333333333333 0.333333333333333
3 2.5 2.66666666666667 3 3 3.5 1.22222222222222 0.916666666666667 0.875
3 2 1.66666666666667 3 2 2 0.999999999999999 0.683333333333333 0.333333333333333
2.75 2.5 2.66666666666667 3 2.5 3 1.22222222222222 0.683333333333333 0.875
1.25 1.75 1.33333333333333 2.33333333333333 2 3.5 0.333333333333333 0 0
3.25 2.75 2.33333333333333 2.66666666666667 2.5 3.5 0.888888888888889 0.533333333333333 0.333333333333333
1.75 1.75 1.33333333333333 3.33333333333333 2 3.5 0.777777777777778 0.833333333333333 0.75
3 2.5 2.66666666666667 3.66666666666667 2.5 3 1 0.683333333333333 0.708333333333333
2.75 2.75 2.33333333333333 3.66666666666667 2 3.5 0.999999999999999 0.833333333333333 0.416666666666667
3.75 3.5 3.33333333333333 4 3 4.5 1.22222222222222 0.533333333333333 0.458333333333333
3.25 2.75 2.66666666666667 2.33333333333333 1.5 3.5 1.11111111111111 1 0.875
3 3 1.66666666666667 5 3.5 3 0.777777777777778 0.35 0.583333333333333
2 1.25 1.33333333333333 4 1.5 3.5 0.88888888888889 0.383333333333333 0
2.25 2 2 4.66666666666667 3.5 5 1 0.85 0.833333333333333
2.5 2.25 1.66666666666667 3 3.5 4 1 0.833333333333333 0.708333333333333
4 3.75 3 3.33333333333333 2 5 1.11111111111111 0.933333333333333 1
2.25 2 2.33333333333333 2.66666666666667 2.5 3 0.666666666666667 0.516666666666667 0.333333333333333
2.75 2.75 2.33333333333333 2 2 3.5 0.333333333333333 0.316666666666667 0.333333333333333
3 2.75 2.66666666666667 3.66666666666667 3.5 4.5 1.11111111111111 0.533333333333333 0.625
2.75 2.25 2 4.33333333333333 4 4.5 0.222222222222222 0.3 0
2.75 2.25 2 3 2 3.5 0.777777777777778 0.466666666666667 0.416666666666667
3.25 2.75 2.66666666666667 3.33333333333333 3 3.5 1.11111111111111 0.683333333333333 0.75
2.5 1.5 2.66666666666667 3.66666666666667 3.5 4 0.333333333333333 0.366666666666667 0.458333333333333
2.25 1 1.33333333333333 2.66666666666667 2 4.5 0.777777777777778 0.366666666666667 0.25
2.5 2.25 2.33333333333333 3.66666666666667 3 4.5 0.666666666666667 0.333333333333333 0.291666666666667
3.5 3.5 3.66666666666667 4.66666666666667 3 4 1.22222222222222 1 0.875
3 2.5 3.33333333333333 3.66666666666667 2 3.5 0.888888888888889 0.383333333333333 0.291666666666667
1.75 1.5 1.33333333333333 3.33333333333333 1.5 3 0.888888888888889 0.4 0.125
3.5 3.5 3 4.33333333333333 5 5 1.22222222222222 0.683333333333333 0.291666666666667
1.75 1 1.66666666666667 3 3 3.5 0.666666666666667 0.316666666666667 0.166666666666666
1.75 2.25 2 3.66666666666667 2.5 4 0.888888888888889 0.5 0.625
2 1.25 1.33333333333333 3.66666666666667 2 2.5 1.11111111111111 0.833333333333333 0.708333333333333
3.75 3.75 3.33333333333333 4 3 4 1.22222222222222 1 1
4 4 3.33333333333333 2.33333333333333 3 3 1.11111111111111 0.833333333333333 0.875
1.5 1 2 3.33333333333333 2.5 3 0.111111111111111 0.4 0
2.25 2 2 2.66666666666667 2 2 0.555555555555556 0.15 0.291666666666667
2 1.5 1.33333333333333 2.33333333333333 5 4 0.777777777777778 0.516666666666667 0.125
2.75 2.75 3 3.33333333333333 2.5 4 1.11111111111111 0.783333333333333 0.5
2 1.5 1.33333333333333 2 2 2.5 0.999999999999999 0.6 0.458333333333333
3 3 3 4.66666666666667 4.5 5 0.888888888888888 0.533333333333333 0.708333333333333
3.75 3.75 3.33333333333333 3 2.5 4.5 1.22222222222222 0.85 0.833333333333333
1.5 1.5 2.33333333333333 3.33333333333333 2 4 0.888888888888888 0.25 0.125
3.5 3.25 2.66666666666667 2.33333333333333 2.5 4 1.22222222222222 0.766666666666667 0.875
3.25 3.5 2.66666666666667 4 2.5 5 1.11111111111111 0.85 0.625
3 1.75 2 3.33333333333333 2.5 4 0.999999999999999 0.716666666666667 0.583333333333333
2.75 1.75 1.66666666666667 4 3 4 0.111111111111111 0.616666666666667 0
3 2.25 2.66666666666667 2.66666666666667 2.5 4 1.22222222222222 0.75 1
2.25 2 2 4.33333333333333 4.5 4 0.111111111111111 0.166666666666667 0
3.75 3.25 3.33333333333333 3.33333333333333 2 3.5 1.22222222222222 0.75 0.875
3.5 3.25 1.66666666666667 2.66666666666667 2 2.5 0.888888888888889 0.833333333333333 0.708333333333333
3.5 4 3 2.66666666666667 2 3 1.22222222222222 0.833333333333333 1
3.75 3.25 2.66666666666667 3 2.5 4 1.22222222222222 0.933333333333333 0.875
3.75 3.75 4 3.66666666666667 2.5 4.5 1.11111111111111 0.933333333333333 0.875
2 2.25 2.33333333333333 2.66666666666667 2.5 3 1.11111111111111 0.3 0.333333333333333
1 1.75 1 3.66666666666667 1.5 4.5 1.11111111111111 0.333333333333333 0.583333333333333
2.75 2.5 2.66666666666667 3.33333333333333 3 3.5 0.777777777777778 0.683333333333333 0.708333333333333
1.75 1 1 4 2.5 5 0.888888888888888 0.483333333333333 0.166666666666666
3.75 3.5 3.33333333333333 3.33333333333333 3 3.5 1.22222222222222 0.85 0.708333333333333
2.75 2.75 2.33333333333333 2.66666666666667 3 4 1.22222222222222 0.516666666666667 0.75
2.25 2 2.33333333333333 3.66666666666667 3.5 4.5 0 0.4 0.291666666666667
1.5 1 1.33333333333333 3 2.5 2.5 0.777777777777777 0.25 0.333333333333333
2 2.25 2 3 2 3 0.888888888888889 0.75 0.708333333333333
1 1.25 1.33333333333333 3 2.5 3 0.999999999999999 0.45 0.25
1.25 1.25 1.33333333333333 2 2.5 2.5 1.11111111111111 0.766666666666667 0.333333333333333
1.75 1 1.33333333333333 3 2 2.5 0.444444444444444 0.233333333333333 0.166666666666666
3.75 3.75 3.33333333333333 4.66666666666667 4 4.5 1.22222222222222 1 1
3.25 3 2.66666666666667 3.33333333333333 3 4.5 1.22222222222222 1 0.875
2.25 1.25 1.33333333333333 4.33333333333333 2.5 4 1.22222222222222 1 0.333333333333333
3.5 2.5 4 4 3.5 4.5 1.22222222222222 0.633333333333333 0.708333333333333
3.5 3.75 3.33333333333333 2.66666666666667 2.5 3.5 0.777777777777778 0.4 0.166666666666666
1.5 1.5 2 3.66666666666667 3.5 2.5 0.555555555555555 0.616666666666667 0.333333333333333
1.75 2 1.33333333333333 2.66666666666667 2 2.5 0.888888888888888 0.516666666666667 0.333333333333333
2.25 2 1.33333333333333 3.33333333333333 2 4 0.444444444444444 0.85 0.708333333333333
2.25 2 1.66666666666667 2.33333333333333 2 3 0.111111111111111 0.233333333333333 0
2.25 1.75 2.33333333333333 3 2.5 3.5 0.555555555555556 0.483333333333333 0
1.25 1 1.33333333333333 3 2 2.5 0.777777777777778 0.7 0
1.5 1 1 3.33333333333333 1.5 3.5 0.666666666666667 0.0833333333333333 0.166666666666666
1.75 2.25 2.33333333333333 3 2 3 0.111111111111111 0.316666666666667 0
2 2.75 2 4.33333333333333 4 4.5 0.222222222222222 0.15 0.333333333333333
2.75 1 1.33333333333333 2.66666666666667 1.5 3 0.555555555555555 0.166666666666667 0.125
3.75 3.75 3 3.33333333333333 2.5 3 0.888888888888888 0.483333333333333 0.291666666666667
3 3.5 2.66666666666667 3.66666666666667 2.5 4.5 1.22222222222222 0.75 0.583333333333333
3.5 3.5 2.66666666666667 3 2.5 4.5 0.555555555555554 0.3 0
1.5 1.75 1.66666666666667 3.66666666666667 2 3.5 0.888888888888888 0.483333333333333 0.416666666666667
3.5 2.5 3 4 2 4 1.11111111111111 0.7 0.333333333333333
3.25 2.5 1.66666666666667 4.33333333333333 3 4 1.11111111111111 0.683333333333333 0.708333333333333
3.25 3.25 2.66666666666667 3.66666666666667 4 4 1 0.516666666666667 0.75
3.75 3.75 3 3.33333333333333 3 3.5 0.999999999999999 0.766666666666667 0.708333333333333
3.25 3.75 3.33333333333333 4 4.5 4 1.11111111111111 0.75 0.833333333333333
3.75 3.25 3.66666666666667 2.66666666666667 2 3.5 1.11111111111111 0.833333333333333 0.75
3 3 2.66666666666667 1 1 3 0.666666666666667 0.45 0.458333333333333
4 4 3.33333333333333 3.33333333333333 3.5 3 1 1 0.833333333333333
3 3 2.66666666666667 3.33333333333333 2 4 1.22222222222222 0.6 0
3 2.5 2.33333333333333 3.33333333333333 1 3.5 1 0.166666666666667 0
3.5 3.25 2.66666666666667 2.66666666666667 2.5 3 0.999999999999999 0.85 0.416666666666667
3.5 3.5 3 3 2 3.5 1.22222222222222 0.783333333333333 0.875
1.25 1.75 1.33333333333333 3 2.5 4.5 0.888888888888889 0.683333333333333 0.75
2.75 2.75 2.66666666666667 3 2.5 3.5 1 0.633333333333333 0.583333333333333
3.25 3 3 4.33333333333333 3.5 4.5 1.22222222222222 0.916666666666667 0.875
3.5 2.5 2.66666666666667 3 2.5 4 1.11111111111111 0.783333333333333 0.875
3.5 3.25 3 3.33333333333333 2 4 1.11111111111111 1 1
3 3.25 2.66666666666667 2.33333333333333 2 2.5 0.555555555555554 0.383333333333333 0.125
3.75 3.25 3.33333333333333 4.33333333333333 2.5 3.5 1.22222222222222 0.766666666666667 0.875
2.75 2.75 2.33333333333333 3.66666666666667 3.5 4.5 1 0.633333333333333 0.5
3 2.25 2 4 3 4.5 1.22222222222222 0.666666666666667 0.75
1.75 2 1.33333333333333 2.66666666666667 3.5 3.5 0.88888888888889 0.2 1
3.5 2.5 2.66666666666667 2.66666666666667 2 3 0.888888888888889 0.633333333333333 0.875
2 2.25 2 3 2 2.5 0.555555555555556 0.15 0.291666666666667
2.75 1.5 1.66666666666667 2.33333333333333 2 2 0.777777777777778 0.533333333333333 0
3.5 3.25 3.33333333333333 4.33333333333333 3 4 0.555555555555556 0.85 0.833333333333333
3.5 3.5 2.66666666666667 3.33333333333333 3 3 1 0.833333333333333 0.75
2 2.25 1.66666666666667 4.33333333333333 4 4 1.22222222222222 0.833333333333333 0.583333333333333
3.5 3.25 3 4.33333333333333 3.5 3 1.11111111111111 0.85 0.75
3 3.5 2.66666666666667 4.33333333333333 4 4.5 0.999999999999999 0.766666666666667 0.25
2.5 3 3 4 4 4.5 0.777777777777778 0.5 0.333333333333333
2.25 2.25 2 2.33333333333333 2.5 2.5 0.999999999999999 0.55 0
2.75 3 2.66666666666667 3.33333333333333 2.5 4 1.11111111111111 0.433333333333333 0.458333333333333
2.25 3 2.33333333333333 4.33333333333333 3 4 0.666666666666667 0.466666666666667 0.291666666666667
3.25 3 3 3.66666666666667 2 5 1.22222222222222 1 0.708333333333333
3.75 3.5 3 4.33333333333333 2.5 4.5 0.666666666666667 0.316666666666667 0.583333333333333
2.5 2.75 1.33333333333333 2.66666666666667 2.5 2.5 0.666666666666667 0.583333333333333 0.333333333333333
3 3 2.66666666666667 4 4 4.5 0.333333333333333 0.216666666666667 0.125
3.25 3.25 3.33333333333333 3 2.5 3.5 1.11111111111111 1 0.5
3 2.75 3 3.33333333333333 1.5 3.5 0.999999999999999 0.683333333333333 0.708333333333333
3 2.25 3 3.33333333333333 2 3.5 0.444444444444444 0.0833333333333333 0.291666666666667
3.5 2.25 2.66666666666667 3.66666666666667 2 4.5 1.11111111111111 0.7 0.416666666666667
2.5 2 1.66666666666667 3.33333333333333 2.5 3.5 1 0.766666666666667 0.458333333333333
1.5 1.25 2 4.33333333333333 2 4.5 0.999999999999999 0.716666666666667 0.583333333333333
3.25 3.5 2.66666666666667 4.33333333333333 4 5 1.11111111111111 0.416666666666667 0.75
3.25 1.33333333333333 1.66666666666667 3.66666666666667 3.5 4 1.22222222222222 0.766666666666667 0.708333333333333
3.5 2.75 3 3.33333333333333 2.5 3.5 1 0.916666666666667 0.875
3.5 3 2.33333333333333 3.66666666666667 2.5 4 1 0.833333333333333 0.541666666666667
3.75 3.5 3.66666666666667 3.33333333333333 2.5 3.5 1.22222222222222 0.783333333333333 0.875
1.5 1 1.66666666666667 2.66666666666667 2 2.5 0.555555555555554 0.233333333333333 0.25
1.25 1.75 1 4 2 4 1.11111111111111 0.766666666666667 0.875
2.5 2.25 2 4.33333333333333 4 4 0.888888888888888 0.3 0.166666666666666
2.5 1.25 1 3.66666666666667 2 3.5 0.444444444444445 0.333333333333333 0.166666666666666
3 2.75 2.33333333333333 3.33333333333333 3 4 0.666666666666667 0.683333333333333 0.333333333333333
2.75 2.5 2.33333333333333 3 2.5 3 0.999999999999999 0.633333333333333 0.541666666666667
1.25 2.5 2 3 2.5 2.5 0.444444444444445 0.333333333333333 0.416666666666667
2.25 1.75 1.66666666666667 2.33333333333333 2.5 3 0.777777777777778 0.216666666666667 0
3.75 3.5 4 4.66666666666667 4.5 4.5 1.22222222222222 0.916666666666667 1
2.5 2.5 2 3 2 3.5 1.11111111111111 0.45 0.833333333333333
2.5 2.5 1.66666666666667 2.33333333333333 2 3.5 1.11111111111111 0.616666666666667 0.458333333333333
2.25 1.75 1.66666666666667 4.33333333333333 4.5 4.5 1.11111111111111 0.75 0.291666666666667
3.75 3 3.33333333333333 3.33333333333333 2.5 2.5 0.777777777777778 0.766666666666667 0.458333333333333
1.5 1.75 1.33333333333333 3.33333333333333 3 3.5 1.11111111111111 0.85 0.333333333333333
2.5 2.5 2.66666666666667 3.33333333333333 3 4 0.777777777777778 0.75 0.875
4 4 4 3.66666666666667 3.5 3.5 1 0.6 0.75
3 2.75 2.66666666666667 4 2.5 4.5 1.11111111111111 0.916666666666667 0.708333333333333
1.25 1.75 2 4 3 3.5 1.22222222222222 0.8 0.583333333333333
2.5 2.75 1.66666666666667 3.33333333333333 3 3.5 0.888888888888889 0.45 0.416666666666667
3 2.25 2.66666666666667 4 2.5 3.5 1.22222222222222 0.933333333333333 0.708333333333333
