x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 y1 y2 y3 y4
1.104 1.182 -0.107 0.956 1.053 1.259 -0.167 -0.04 1.358 1.163 -0.044 1.05 0.047 -0.856 1.047
-0.292 -0.088 1.029 -0.379 1.053 -0.172 1.291 -1.339 -1.047 1.163 -1.294 -0.072 0.047 1.265 1.047
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 0.204 -0.079
-0.292 -0.088 -1.243 -0.379 -1.497 -0.172 -0.167 -0.04 1.358 1.163 -0.044 -1.194 -1.051 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 1.259 -1.625 1.259 1.358 1.163 1.206 -0.072 -2.15 1.265 1.047
1.104 1.182 1.029 0.956 1.053 1.259 -0.167 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-1.689 -1.358 -2.379 -1.715 -1.497 -1.603 -0.167 -1.339 0.155 -1.466 -1.294 -2.316 -2.15 -1.917 -1.204
1.104 -0.088 -0.107 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -1.466 -1.294 1.05 0.047 0.204 -0.079
-0.292 -0.088 -1.243 -0.379 -0.222 -1.603 -0.167 1.259 0.155 1.163 1.206 -0.072 1.146 0.204 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -1.204
1.104 -1.358 1.029 0.956 -0.222 1.259 -0.167 1.259 1.358 -0.152 1.206 1.05 1.146 0.204 -0.079
1.104 -0.088 -1.243 -0.379 1.053 1.259 -1.625 -0.04 -1.047 -1.466 1.206 -1.194 0.047 -1.917 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 -0.04 1.358 1.163 -0.044 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
-3.086 -1.358 -1.243 -0.379 -0.222 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 0.204 1.047
1.104 -0.088 1.029 0.956 1.053 1.259 -0.167 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 -0.088 1.029 0.956 -0.222 -0.172 1.291 -0.04 0.155 -0.152 1.206 -0.072 0.047 0.204 -0.079
-0.292 -0.088 -0.107 0.956 -0.222 1.259 -0.167 -0.04 0.155 1.163 -0.044 -1.194 -1.051 -0.856 -1.204
-0.292 -0.088 -0.107 0.956 -0.222 -1.603 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -1.243 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -1.194 -1.051 -0.856 -1.204
-0.292 -0.088 1.029 -0.379 -0.222 -1.603 -1.625 -0.04 -1.047 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 -1.358 -1.243 -0.379 -0.222 -0.172 -0.167 -0.04 -1.047 -0.152 -0.044 1.05 1.146 1.265 1.047
-1.689 -1.358 -1.243 -1.715 -1.497 -1.603 -1.625 -1.339 -1.047 -0.152 -1.294 1.05 0.047 0.204 -0.079
-0.292 -1.358 -0.107 -0.379 1.053 -0.172 -1.625 -0.04 1.358 -1.466 -0.044 -0.072 0.047 1.265 -1.204
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 1.047
-0.292 -1.358 -1.243 -0.379 -0.222 -0.172 -0.167 -0.04 -1.047 -0.152 -1.294 -0.072 0.047 0.204 -0.079
1.104 1.182 -0.107 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 -0.088 -1.243 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 -1.051 -0.856 -1.204
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 0.155 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 1.029 -0.379 -0.222 -0.172 -1.625 -0.04 -1.047 -0.152 -0.044 -1.194 -1.051 -0.856 -0.079
-0.292 1.182 -0.107 -0.379 1.053 -0.172 -0.167 -0.04 0.155 1.163 -0.044 1.05 0.047 1.265 1.047
1.104 1.182 -0.107 0.956 -0.222 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-1.689 -1.358 -1.243 -1.715 -1.497 -1.603 -1.625 -1.339 -1.047 -0.152 -1.294 -0.072 0.047 0.204 1.047
1.104 -0.088 1.029 0.956 1.053 1.259 1.291 -0.04 0.155 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -3.05 -0.222 1.259 -0.167 -0.04 0.155 1.163 -0.044 1.05 1.146 0.204 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 1.259 0.155 1.163 1.206 1.05 1.146 1.265 1.047
1.104 -0.088 1.029 -0.379 1.053 1.259 -0.167 -0.04 1.358 -0.152 1.206 1.05 0.047 -0.856 -0.079
-0.292 1.182 -2.379 0.956 -0.222 1.259 -0.167 -2.639 -1.047 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 -1.358 1.029 -0.379 -0.222 1.259 -0.167 1.259 1.358 1.163 1.206 -2.316 -1.051 -0.856 -0.079
-0.292 -0.088 -0.107 0.956 -0.222 1.259 -0.167 1.259 1.358 1.163 -0.044 -2.316 -1.051 -0.856 1.047
-0.292 1.182 1.029 0.956 -1.497 -0.172 -1.625 -2.639 -1.047 -0.152 -2.545 1.05 0.047 1.265 -0.079
1.104 -0.088 1.029 0.956 -0.222 -0.172 -1.625 -0.04 0.155 -1.466 -2.545 -1.194 -1.051 -0.856 -1.204
1.104 1.182 1.029 0.956 -0.222 -1.603 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 1.265 -0.079
-0.292 -0.088 -0.107 0.956 -0.222 -1.603 -0.167 -0.04 -1.047 -0.152 -1.294 -0.072 0.047 -0.856 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 -0.04 -1.047 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 1.163 -0.044 -0.072 0.047 0.204 -0.079
1.104 1.182 1.029 -0.379 -0.222 -0.172 -0.167 -0.04 -1.047 -0.152 -0.044 -1.194 -1.051 -0.856 -1.204
1.104 1.182 1.029 0.956 1.053 1.259 1.291 -0.04 0.155 1.163 1.206 1.05 1.146 1.265 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 1.259 1.358 -0.152 1.206 1.05 0.047 -0.856 1.047
1.104 -0.088 -0.107 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 1.047
1.104 1.182 -0.107 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -1.339 -2.249 -2.78 -1.294 1.05 1.146 1.265 1.047
-0.292 1.182 -0.107 0.956 -0.222 -0.172 -0.167 1.259 0.155 -0.152 -0.044 -1.194 -1.051 -0.856 -0.079
1.104 -0.088 1.029 -0.379 1.053 -0.172 -0.167 -0.04 0.155 -0.152 1.206 -0.072 1.146 -1.917 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 1.163 1.206 -0.072 -1.051 -0.856 -1.204
-0.292 -0.088 -1.243 -0.379 -0.222 -1.603 -0.167 -1.339 0.155 -0.152 -0.044 1.05 0.047 0.204 -0.079
1.104 1.182 -0.107 0.956 1.053 -0.172 -0.167 -0.04 0.155 1.163 1.206 -0.072 -1.051 -0.856 -1.204
1.104 -0.088 1.029 0.956 1.053 -1.603 -0.167 -0.04 0.155 -0.152 -1.294 1.05 1.146 -0.856 -0.079
1.104 1.182 1.029 -0.379 -0.222 -1.603 -1.625 -1.339 -2.249 -2.78 -2.545 -1.194 -1.051 -0.856 -1.204
-0.292 1.182 1.029 0.956 1.053 1.259 -0.167 -0.04 0.155 1.163 1.206 1.05 1.146 1.265 1.047
1.104 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 0.155 -0.152 -0.044 -0.072 0.047 -0.856 -0.079
1.104 -0.088 1.029 -0.379 -0.222 -0.172 -0.167 1.259 0.155 1.163 1.206 -0.072 0.047 -0.856 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 1.259 1.358 -0.152 1.206 1.05 1.146 1.265 1.047
1.104 1.182 1.029 -0.379 1.053 1.259 -0.167 -1.339 1.358 -0.152 -0.044 -1.194 -1.051 -0.856 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 -0.04 0.155 1.163 1.206 1.05 0.047 0.204 1.047
1.104 -1.358 -0.107 -0.379 -1.497 -1.603 -0.167 -0.04 -1.047 -0.152 -1.294 -0.072 0.047 -0.856 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 1.259 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
-1.689 -2.628 -2.379 -3.05 -1.497 1.259 1.291 -2.639 -2.249 -0.152 -1.294 1.05 0.047 -0.856 -2.329
-0.292 -0.088 -0.107 -0.379 -0.222 1.259 1.291 -0.04 1.358 -1.466 1.206 -0.072 1.146 0.204 -0.079
-0.292 -0.088 -0.107 0.956 -0.222 1.259 -0.167 -0.04 1.358 -0.152 1.206 -0.072 -1.051 0.204 1.047
-0.292 -1.358 -0.107 -0.379 -1.497 -0.172 -0.167 -1.339 0.155 -0.152 -0.044 -0.072 0.047 -0.856 -0.079
-0.292 -0.088 1.029 -0.379 -0.222 -0.172 1.291 -0.04 1.358 1.163 -0.044 1.05 1.146 -0.856 1.047
-0.292 -0.088 -1.243 0.956 -0.222 -0.172 -1.625 1.259 -1.047 1.163 -1.294 -0.072 0.047 0.204 -0.079
-0.292 -1.358 -0.107 0.956 -0.222 -1.603 -0.167 -0.04 0.155 -1.466 -0.044 -0.072 0.047 -0.856 -1.204
-3.086 -1.358 1.029 -3.05 -2.773 -0.172 -0.167 1.259 0.155 -0.152 -2.545 1.05 1.146 1.265 1.047
-0.292 -0.088 -1.243 -1.715 1.053 -1.603 -0.167 -1.339 -1.047 -1.466 -0.044 -1.194 -1.051 -0.856 -1.204
-0.292 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -1.603 -1.625 -1.339 -1.047 -1.466 -1.294 -2.316 -2.15 1.265 1.047
1.104 -0.088 1.029 0.956 -0.222 -0.172 1.291 1.259 0.155 1.163 -0.044 -0.072 0.047 -0.856 -0.079
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
1.104 -0.088 -0.107 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 0.204 1.047
-0.292 -1.358 -2.379 0.956 -2.773 -1.603 -3.083 -2.639 -1.047 -1.466 -1.294 -1.194 -1.051 -0.856 -1.204
1.104 1.182 -1.243 -1.715 -1.497 -1.603 -0.167 -1.339 -1.047 -1.466 1.206 -1.194 -1.051 -0.856 -0.079
-0.292 -0.088 -0.107 -0.379 -0.222 1.259 -0.167 1.259 1.358 -1.466 1.206 -0.072 1.146 0.204 -0.079
-0.292 -1.358 -0.107 0.956 1.053 -1.603 -3.083 1.259 -2.249 -1.466 -2.545 1.05 -1.051 -0.856 -1.204
1.104 1.182 -0.107 0.956 1.053 1.259 -0.167 -0.04 0.155 1.163 -0.044 1.05 0.047 1.265 -0.079
-0.292 -0.088 1.029 0.956 -0.222 1.259 1.291 -0.04 1.358 -0.152 1.206 -0.072 -1.051 0.204 -0.079
1.104 1.182 -0.107 0.956 -0.222 1.259 -0.167 1.259 1.358 -0.152 -0.044 1.05 1.146 1.265 -0.079
-1.689 -0.088 1.029 -0.379 -0.222 -1.603 1.291 -1.339 0.155 -2.78 -1.294 -0.072 -1.051 0.204 -0.079
-0.292 -0.088 1.029 -0.379 1.053 1.259 -0.167 -0.04 1.358 -0.152 1.206 1.05 0.047 1.265 -1.204
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 -0.072 0.047 -0.856 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 -0.072 0.047 0.204 -0.079
-0.292 -0.088 -0.107 -0.379 -0.222 -1.603 -3.083 -2.639 -1.047 -1.466 -1.294 -1.194 -1.051 -0.856 -1.204
-0.292 -0.088 1.029 -0.379 -0.222 -1.603 -0.167 -0.04 0.155 -0.152 -1.294 -0.072 0.047 0.204 -0.079
1.104 -0.088 1.029 0.956 1.053 -0.172 1.291 1.259 1.358 1.163 1.206 1.05 1.146 0.204 1.047
-0.292 1.182 1.029 -0.379 1.053 1.259 -0.167 1.259 1.358 -0.152 1.206 1.05 1.146 1.265 1.047
-3.086 -2.628 -2.379 -3.05 -2.773 1.259 -0.167 -1.339 0.155 -0.152 -1.294 -2.316 -2.15 -1.917 -2.329
-0.292 1.182 1.029 -0.379 -0.222 -1.603 -3.083 -0.04 -2.249 -1.466 1.206 -1.194 0.047 -1.917 -1.204
-1.689 -1.358 -1.243 -1.715 -1.497 1.259 1.291 1.259 -1.047 1.163 -1.294 -2.316 -1.051 -1.917 1.047
1.104 1.182 -0.107 0.956 1.053 1.259 -0.167 1.259 0.155 -0.152 1.206 1.05 1.146 1.265 1.047
-0.292 -2.628 -2.379 -0.379 -0.222 -1.603 -3.083 -2.639 -2.249 -1.466 -1.294 -2.316 -2.15 -0.856 -0.079
1.104 -0.088 -1.243 -0.379 -0.222 -3.033 1.291 -0.04 0.155 -0.152 1.206 -0.072 1.146 0.204 1.047
-0.292 -1.358 -0.107 -0.379 -0.222 1.259 -0.167 -0.04 0.155 -0.152 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -1.243 -0.379 -2.773 1.259 -0.167 1.259 1.358 1.163 1.206 -2.316 0.047 0.204 -0.079
-0.292 -0.088 1.029 0.956 1.053 1.259 1.291 1.259 0.155 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 -0.107 -0.379 1.053 1.259 -0.167 -0.04 -1.047 -0.152 1.206 1.05 1.146 1.265 -0.079
-0.292 -0.088 1.029 0.956 -0.222 -0.172 1.291 -0.04 0.155 -0.152 -0.044 1.05 0.047 -0.856 1.047
-0.292 -0.088 -0.107 -0.379 -1.497 -3.033 -3.083 -1.339 -2.249 -1.466 -1.294 -0.072 -2.15 -0.856 1.047
-0.292 1.182 -2.379 0.956 1.053 -0.172 -0.167 -0.04 -1.047 -0.152 -0.044 -2.316 1.146 -1.917 -1.204
-0.292 -0.088 1.029 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -1.204
-0.292 -0.088 -0.107 0.956 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -1.294 -0.072 0.047 0.204 -0.079
-0.292 -0.088 -0.107 -0.379 -0.222 -1.603 -3.083 -1.339 -2.249 -1.466 -1.294 -1.194 -1.051 0.204 -0.079
-0.292 -1.358 -2.379 -3.05 -2.773 -0.172 -1.625 -2.639 -1.047 -0.152 -2.545 -0.072 -2.15 -1.917 -1.204
1.104 -0.088 -0.107 0.956 1.053 -0.172 1.291 -0.04 0.155 -0.152 1.206 1.05 1.146 1.265 1.047
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 0.155 -0.152 1.206 1.05 0.047 0.204 1.047
1.104 -0.088 1.029 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
1.104 1.182 -0.107 0.956 1.053 -0.172 -0.167 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
1.104 -0.088 -0.107 0.956 1.053 -0.172 -0.167 -1.339 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
-0.292 -0.088 -1.243 0.956 -0.222 -0.172 -0.167 -0.04 -1.047 -0.152 -0.044 -0.072 -1.051 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 1.259 1.358 1.163 -0.044 -0.072 1.146 0.204 -0.079
-0.292 -0.088 1.029 0.956 1.053 -0.172 -0.167 -0.04 1.358 1.163 -0.044 1.05 1.146 1.265 1.047
-1.689 -0.088 -1.243 -3.05 -1.497 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -1.194 -1.051 -0.856 -1.204
-0.292 -1.358 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -0.152 -0.044 -0.072 0.047 0.204 1.047
1.104 1.182 -0.107 0.956 1.053 1.259 1.291 1.259 1.358 -0.152 -1.294 1.05 0.047 0.204 -2.329
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 -0.088 1.029 -0.379 -1.497 -0.172 1.291 -0.04 1.358 -0.152 1.206 -0.072 1.146 0.204 1.047
1.104 -0.088 1.029 0.956 -0.222 1.259 -0.167 1.259 1.358 1.163 1.206 1.05 1.146 1.265 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -1.625 1.259 -2.249 1.163 -2.545 1.05 0.047 0.204 -2.329
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
-0.292 -0.088 -1.243 0.956 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 1.05 0.047 -0.856 -2.329
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 1.358 -0.152 -0.044 1.05 1.146 1.265 1.047
1.104 1.182 1.029 0.956 -0.222 1.259 1.291 1.259 1.358 -0.152 -0.044 1.05 1.146 0.204 -1.204
-0.292 -0.088 -0.107 -0.379 1.053 -3.033 -3.083 -2.639 -2.249 -2.78 -2.545 -2.316 -2.15 -1.917 -2.329
-0.292 1.182 1.029 0.956 -0.222 -0.172 1.291 -1.339 -2.249 -1.466 -0.044 -1.194 -1.051 -0.856 -1.204
1.104 1.182 1.029 0.956 1.053 1.259 -0.167 1.259 0.155 1.163 -0.044 1.05 1.146 1.265 1.047
-3.086 -2.628 -1.243 -0.379 -2.773 -3.033 -3.083 -2.639 -2.249 -2.78 -2.545 -2.316 -2.15 -1.917 -2.329
-0.292 -0.088 -0.107 0.956 -0.222 -0.172 -0.167 1.259 1.358 1.163 1.206 -0.072 0.047 0.204 -0.079
1.104 -1.358 -0.107 0.956 1.053 -3.033 -3.083 -1.339 -2.249 -2.78 -2.545 -2.316 0.047 -1.917 -1.204
-3.086 -1.358 -0.107 -1.715 -0.222 -3.033 -3.083 -2.639 -2.249 -2.78 -2.545 -2.316 -2.15 -1.917 -2.329
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 0.047 1.265 1.047
-0.292 -0.088 1.029 0.956 1.053 -1.603 -0.167 -1.339 -1.047 -0.152 -0.044 -0.072 1.146 1.265 1.047
1.104 1.182 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 0.155 -0.152 -1.294 -0.072 0.047 1.265 -0.079
-0.292 -0.088 -0.107 -1.715 -2.773 1.259 -0.167 -0.04 1.358 1.163 -0.044 1.05 0.047 -0.856 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
-0.292 -1.358 -1.243 -0.379 1.053 1.259 1.291 1.259 1.358 1.163 -0.044 -0.072 0.047 -0.856 -1.204
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -1.339 -1.047 -0.152 -0.044 1.05 1.146 0.204 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -1.294 -1.194 -1.051 -0.856 -1.204
-0.292 -0.088 -0.107 0.956 1.053 -0.172 1.291 -0.04 1.358 -1.466 -0.044 -0.072 -1.051 1.265 1.047
1.104 -0.088 -0.107 -0.379 1.053 -0.172 -1.625 -1.339 -1.047 -0.152 -1.294 -0.072 1.146 -0.856 1.047
-0.292 1.182 1.029 0.956 -0.222 -0.172 -0.167 -0.04 0.155 1.163 -0.044 -0.072 0.047 0.204 1.047
1.104 -0.088 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 1.265 1.047
-0.292 1.182 1.029 0.956 -0.222 1.259 -0.167 1.259 0.155 1.163 -0.044 -1.194 -1.051 0.204 -0.079
-0.292 -0.088 -1.243 0.956 -0.222 -0.172 -1.625 -0.04 -1.047 -1.466 -1.294 -1.194 -1.051 0.204 -1.204
1.104 -0.088 1.029 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 -0.072 1.146 0.204 -0.079
-0.292 -1.358 1.029 0.956 -0.222 -0.172 1.291 1.259 1.358 1.163 1.206 -1.194 1.146 0.204 1.047
1.104 1.182 1.029 -1.715 -2.773 -1.603 -0.167 -0.04 0.155 -0.152 -0.044 1.05 0.047 0.204 -0.079
1.104 -0.088 -0.107 -0.379 -0.222 1.259 1.291 1.259 1.358 1.163 -0.044 -0.072 0.047 0.204 1.047
1.104 -0.088 1.029 0.956 -0.222 1.259 -0.167 -0.04 -1.047 -0.152 -1.294 1.05 0.047 -1.917 -0.079
1.104 1.182 1.029 0.956 1.053 -1.603 -1.625 -2.639 -2.249 -2.78 -1.294 -2.316 -2.15 -0.856 -0.079
-0.292 1.182 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 1.206 -1.194 -1.051 -1.917 -0.079
1.104 -0.088 1.029 -0.379 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 1.265 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 1.146 0.204 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 -1.047 1.163 -0.044 1.05 1.146 -0.856 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 1.163 -0.044 -0.072 -1.051 0.204 -0.079
-0.292 1.182 -0.107 -0.379 1.053 -0.172 -1.625 -0.04 0.155 -0.152 -0.044 -0.072 -2.15 0.204 -0.079
-0.292 1.182 -0.107 -1.715 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 -0.072 0.047 -0.856 1.047
1.104 -0.088 1.029 0.956 -0.222 1.259 1.291 1.259 1.358 -0.152 -0.044 1.05 0.047 -0.856 -0.079
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 0.204 1.047
-0.292 -0.088 -0.107 0.956 -0.222 -0.172 1.291 1.259 0.155 -0.152 -0.044 1.05 0.047 1.265 1.047
-3.086 -2.628 -1.243 -3.05 -1.497 -0.172 -0.167 -2.639 -2.249 -0.152 -0.044 -0.072 1.146 1.265 1.047
-0.292 -1.358 -0.107 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -0.152 -1.294 -1.194 -1.051 0.204 -0.079
-0.292 -2.628 1.029 -1.715 -2.773 -3.033 -0.167 -1.339 -2.249 -2.78 -1.294 -2.316 -2.15 -1.917 -1.204
-0.292 -0.088 -0.107 -1.715 -1.497 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -1.194 1.146 0.204 1.047
1.104 1.182 -0.107 0.956 1.053 1.259 -0.167 1.259 0.155 1.163 -0.044 1.05 0.047 0.204 1.047
1.104 1.182 1.029 -0.379 1.053 1.259 -0.167 -0.04 1.358 1.163 -0.044 -0.072 0.047 0.204 1.047
-0.292 -0.088 -0.107 -0.379 -0.222 -1.603 -0.167 -0.04 0.155 -0.152 1.206 -0.072 0.047 0.204 -0.079
1.104 1.182 -0.107 0.956 1.053 -0.172 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 1.358 1.163 1.206 1.05 1.146 0.204 -0.079
-0.292 -0.088 -0.107 -0.379 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 1.146 1.265 -0.079
-0.292 -0.088 -0.107 0.956 1.053 -0.172 -0.167 -0.04 -1.047 -0.152 -1.294 -0.072 0.047 0.204 -0.079
1.104 -2.628 -2.379 0.956 -2.773 1.259 -0.167 -0.04 1.358 -2.78 -0.044 1.05 1.146 0.204 -2.329
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -1.339 -1.047 -0.152 -0.044 1.05 1.146 0.204 1.047
1.104 1.182 -0.107 0.956 -0.222 -0.172 1.291 -0.04 1.358 -0.152 -0.044 -0.072 1.146 0.204 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 1.259 1.358 1.163 1.206 -1.194 1.146 -0.856 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 1.146 0.204 1.047
1.104 1.182 1.029 0.956 1.053 1.259 1.291 1.259 1.358 1.163 1.206 1.05 1.146 1.265 1.047
-0.292 1.182 1.029 -0.379 1.053 -0.172 -0.167 1.259 0.155 1.163 -0.044 1.05 1.146 0.204 1.047
-3.086 -2.628 -0.107 -1.715 -2.773 -1.603 -1.625 -1.339 -1.047 -0.152 -1.294 -0.072 0.047 -0.856 -0.079
-0.292 -0.088 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 1.05 0.047 0.204 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 1.163 -0.044 1.05 1.146 0.204 1.047
1.104 1.182 1.029 0.956 1.053 -0.172 1.291 1.259 0.155 -0.152 -1.294 1.05 1.146 1.265 -0.079
-0.292 -0.088 1.029 0.956 -0.222 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 0.204 -0.079
1.104 -0.088 -0.107 0.956 1.053 -0.172 -0.167 -0.04 -1.047 1.163 -1.294 -0.072 0.047 0.204 -0.079
-0.292 -1.358 -1.243 -0.379 -0.222 -0.172 -0.167 -1.339 -1.047 -1.466 -0.044 -1.194 -2.15 -0.856 -1.204
-0.292 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 -0.152 -0.044 -0.072 0.047 1.265 -0.079
1.104 1.182 1.029 0.956 1.053 -0.172 -0.167 -0.04 0.155 1.163 -0.044 -0.072 0.047 0.204 -0.079
-0.292 -0.088 -1.243 -0.379 -1.497 -0.172 1.291 -0.04 0.155 -0.152 -0.044 -1.194 -1.051 -0.856 -1.204
